Klasor Adi;Ders Adi;Kurum
8f4b5450bd9f52cf27561321aea9e3bc48ed0727-1701192972437;Fizik Konu: genleşme;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721405700471;DÖRT TEMEL BECERİ-6;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751132019111;DÖRT TEMEL BECERİ - 6;Kurum Girilecek
c5760867efa47ccbf87fa20eebc248da660a2496-1710435983957;YTE Konu: MODERNİST-POSTMODERNİST ROMAN, TARİHİ ROMAN;Kurum Girilecek
7fd2f948a1f6cecb3e54a9c3e53f5c712948fe53-1746377330604;SORU ÇÖZÜMÜ-2;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1732981844668;KONUŞMA KAZANIMLARI;Kurum Girilecek
a9357e5eaafd169b133a044c978b50e66e492e73-1695657390643;Matematik 3;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774285129536;ÇOCUK EDEBİYATI-2;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1744300365169;1982 ANAYASASI 1. DERS;Kurum Girilecek
5adb491ea18d25fe032667ba5be1a17ed7fc030f-1673457322028;MİLLÎ EDEBİYAT ROMANI YAKUP KADRİ - REŞAT NURİ  20,;Kurum Girilecek
fcb8530314f77614b39c5507efc668fb5b3d8f7e-1704469208837;Halk edebiyatı Konu: ;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1747414223957;şerhler şerhler;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1762711030531;akım 9;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721328569091;5. deneme;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1763134788743;SEMANTİK - ANLAMBİLİM;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1766944790954;Rus Ed.;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1683733573394;SORU ÇÖZÜMÜ - 2;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1776528090193;SORU ÇÖZÜMÜ-9 ASIM KARA;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1733507644665;18) Dil bilgisi (Biçim/Şekil/Yapı Bilgisi-Sözcükte Yapı)-6;Kurum Girilecek
47ad9581e252e951e0b24eff427d809d1b680796-1670436721743;Yeni Türk Edebiyatı 8, TANZ. 2. KUŞAK TENKİT;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1774458582055;SORU ÇÖZÜMÜ-2 ASIM KARA;Kurum Girilecek
2c9c467309288b393c174b75223f4225b0d7472a-1767984335892;ARA DÖNEM REHBERLİK;Kurum Girilecek
7ab67ab71b1bbf157d72dfcf328e8709400ca306-1689608740024;Hasan Kendir ÖYT 2 ;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1673193722624;FECRİ ATİ SANATÇILARI DEVAM;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1742318892812;CUMHURİYET ROMAN-2;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1763999791551;halk şairler;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721834374524;Yeni Türk Edebiyatı- 5;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1774629812266;YAZMA EĞİTİMİ SORU ÇÖZÜMÜ - 2;Kurum Girilecek
43e0c24a708ac8def75adeaf6b9f65e130d4bdd0-1717437856545;çocuk edebiyatı 3;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1765471659383;Aruz Bilgisi-5;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1776268418609;2026 1;Kurum Girilecek
79c85b7c52aa84edacb79852845006865341747c-1720454029158;2024 Haziran EB Rehberlik 3;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1738684411825;Ara Soru Çözüm-3;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1713986398005;ÇOCUK EDBİYATI TÜRLERİ-5;Kurum Girilecek
cf6653b024fb43b999a9991841cfb523c524e3ac-1671728544813;Eski Türk Dili 13, Fiilimsiler ve Fiilde Çatı;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1721423414680;8. DENEME (DİLBİLGİSİ - DİLBİLİM ÇÖZÜMÜ);Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751651716270;İlker Hayat-Eski Türk Edebiyatı Yıl Sonu Kampı-6;Kurum Girilecek
08abbf76009bf8a0f94a84ab491c6134bf38a000-1741625637192;Coğrafya: ;Kurum Girilecek
55c3d5587517f3c7a330af2210d07d85f153ec9e-1714891598734;AYT Fizik:compton-görelilik-fotoelektrik olay;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1762444233781;Eski Türk Edebiyatında Mazmunlar-3;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1761497407616;AKIMLAR 2;Kurum Girilecek
7f01200677f79b1a8118e806c9c74b3e44ac522a-1671723349338;Eski Türk Dili 12, İsim Çekim Ekleri - Soru Çözümü;Kurum Girilecek
f0606cefae5dad25935200dc84fade98faaf2814-1671559127759;"Yeni Türk Dili 14; Cümle Türleri, Cümlenin Ögeleri";Kurum Girilecek
67a0ed999251ba0ebeb29147dcc4dd253e2a6427-1707586262301;Eski Dil Konu: ;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1777132348272;YAZMA ÖĞRENME ÇIKTILARI;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1733759426030;FERDİNAND DE SAUSSURE (DİZİSEL - DİZİMSEL İLİŞKİLER VE DİĞER KAVRAMLAR);Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1739810635871;tür ve şekiller;Kurum Girilecek
2f27c9a0c85dc1fa318de5b49148c3e2ebee5150-1697218210706;Matematik Konu: ;Kurum Girilecek
8e61eb5f555233caf4407c28414876d3b7174667-1716652924172;TYT Kimya Soru Çözümü;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1710193821372;2. DENEME (EDEBİYAT DERSLERİ ÇÖZÜMÜ);Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1703699135647;sanatlar;Kurum Girilecek
fe480f83cf04c7e72b09b8ad64a25100295ff7d1-1715788380722;YTE Soru Çözümü;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1776707488531;ÇOCUK EDEBİYATI-15;Kurum Girilecek
3ba87e9dba4566af423db4970fc0a9a81e7f8ee4-1710349216011;Vatandaşlık Konu: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1701273386959;beyit şerhi ve nazım şekilleri;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699726085053;DİNLEME TÜRLERİ- 1;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1710098948545;DÜNYA EDEBİYATI SON 3;Kurum Girilecek
ad151c576f601dc0151d34b6e523c0f23a933705-1756147487011;deneme hukuk segbis;Kurum Girilecek
fd228e321dbb94df0cd1dbaa89a38de3fec308e6-1708099078397;TYT Din Kültürü: ;Kurum Girilecek
9fdf07051d9819d47eb1dd382da6ff4ee02c8440-1733413536015;2025 Yeni Türk Dili Soru Çözümü ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1765295662243;Sözcük türleri (Tamlamalar)-8;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1705250989876;OKUMA BECERİSİNİ GELİŞTİRME ÇALIŞMALARI;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1738770898962;beyit inceleme ve aruz işlemleri;Kurum Girilecek
74ed3dc46c2cf555dcb20ef7302a408164379714-1705766384431;YTE Konu: Ömer Seyfettin ve Bağımsızlar;Kurum Girilecek
eafdf87d92d032163031a61a99792e3b13e2dda5-1702316045358;Osmanlı Tarih: ;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1763139681299;SEMANTİK - ANLAMBİLİM - 2;Kurum Girilecek
b463c7dc4ec49555b99c85b74f9589582576c1ed-1674147292903;Eski Türk Dili 31, Türk Dillerinin Tarihsel Gelişimi;Kurum Girilecek
bd4384b32c09b8576d6eb70c9de558b5ab33981a-1697817094047;TYT Kimya Konu: ;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751392887493;Yeni Türk Edebiyatı Soru Çözümü- 3;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1740499040518;CUMHURİYET ŞİİRİ-7;Kurum Girilecek
c86860633e0db4fdb55fd06cfa974eeae45a23ab-1717344109355;AYT Kimya ;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1714410099456;8. SÖZCÜK TÜRLERİ (EDAT-BAĞLAÇ-ÜNLEM);Kurum Girilecek
88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754337686671;Savunma Sanayii, Robotik ve Uzay Teknolojileri;Kurum Girilecek
21f6643a5d29fdeb6ea0bbf295271d3aecf8908a-1747410372316;2025 Yeni Türk Edebiyatı Son Ders;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1736611005480;BİÇİM BİLİMİ 1;Kurum Girilecek
88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754330893190;Savunma Sanayii, Robotik ve Uzay Teknolojileri;Kurum Girilecek
419dc6afc5a73cec4363868eee3833ee82885b48-1669744301796;Yeni Türk Dili 5, Ses Bilgisi;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1745077844919;MAARİF PROGRAMI-1;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1765212609202;anonim halk edebiyatı;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1744479809750;BLOOM TAKSONOMİSİ;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1776613676929;KONUŞMA ÖĞRENME ÇIKTILARI;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1733500472547;16) Dil bilgisi (Biçim/Şekil/Yapı Bilgisi-Sözcükte Yapı)-4;Kurum Girilecek
330be349abdae5d0aa48869ef79df560520745c5-1711040599372;YTE Konu: ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1715104085475;CUMHURİYET DÖNEMİ TİYATRO;Kurum Girilecek
29bf1d5b50fa1442d4db6047671b1933630984ab-1687358831237;Zeki Tuğa İnkılap Tarihi ;Kurum Girilecek
b45736dce4f683db2674f14377ab5e6a8c21bda8-1689496670513;2020 YENİ TÜRK EDEBİYATI;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1771084779295;BATILI NAZIM ŞEKİLLERİ;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751039520333;İlker Hayat-Eski Türk Edebiyatı Yıl Sonu Kampı-1;Kurum Girilecek
a2618ded70aecdb52fb93865cc1cc5151e90e0b5-1690997785550;Eski Edebiyat Genel Tekrar Soru Çözümü 7;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1763316116109;Fransız ed. 2;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1747244886369;şerh;Kurum Girilecek
39ada7948e44a190c6a5310af57282c355750bd8-1698254695860;TYT Türkçe Konu: Ses Bilgisi;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1778082706584;2026 8;Kurum Girilecek
2b64d04ec742edbe89e046f7967ce553392d0b1e-1670950485995;Yeni Türk Dili 10, Fiiller ve Fiilimsiler;Kurum Girilecek
31cdc55918b71b5514504f28eb851543eef75ede-1704524375305;Biyoloji Konu: ;Kurum Girilecek
5f8f27850111931f4769f7f3dac9e5e4675aa363-1679591709768;Çağatay Türkçesi 47 Çağatay Türkçesi;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1768664880867;KONUŞMA EĞİTİMİ SON DERS;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1779554374357;YÖNTEM VE TEKNİKLER;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1761327815103;DİL DOĞUŞ TEORİLERİ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1741109296408;CUMHURİYET ŞİİR-10;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1761407434641;DİNLEME EĞİTİMİ KAZANIMLARI - 1;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1720630938576;İLLE DE ROMAN 4;Kurum Girilecek
2cc51447369a4a4491cccaa8c607a5d00c31a055-1702122358334;AYT Edebiyat: Güzel sanatlar, Coşkuya Bağlı Metinler ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1770832550769;TANZİMAT EDEBİYATI-11;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1738511724171;ANLAM İLİŞKİLERİ - ANLAM OLAYLARI 1;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751478319909;halk edeb.;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1714591482845;DÜNYA ÇOCUK EDEBİYATI-2;Kurum Girilecek
4e7fae8918da342b74efad293a4d66a7f65cff00-1704902381839;Vatandaşlık Konu: ;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782406674235;YENİ TÜRK EDEBİYATI-2;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701193626436;TANZİMAT EDEBİYATI 2. DÖNEM 4. DERS;Kurum Girilecek
39b8e5c38215661f894cd61d9724d310769dd785-1741632253694;7528 ÖMK 3. Ders;Kurum Girilecek
06260d18fb0db3b8a5ce095d9ab4e165223dce0a-1713374501767;İnkılap Soru Çözümü ;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1748447736351;çıkmış soru analizi ve beyit şerhleri;Kurum Girilecek
b608f10726fa82cc564f2145f96e12b677537491-1690980793324;Eski Türk Dili Genel Tekrar ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1774462427692;SORU ÇÖZÜMÜ-3 ASIM KARA;Kurum Girilecek
1b83b99b582f3c66f015ab0fcc41deacb8b99355-1691169582130;Alan Eğitimi Soru Çözümü 2 ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1768326315853;2025 ÇIKMIŞ DİL BİLGİSİ SORULAR ÇÖZÜMÜ VE VEDA :((;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1763826830522;YAZMA EĞİTİMİ KAZANIMLARI - 2;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1772559942626;YAZMA EĞİTİMİ GİRİŞ;Kurum Girilecek
6fe13d4dfda6a87984da7a490ed256c293106d00-1716307113569;TYT Coğrafya Soru Çözümü;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1717001509807;DİL ÖĞRETİM MODELLERİ;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1720201653807;YABANCILARA TÜRKÇE ÖĞRETİMİ GİRİŞ;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722008256016;ÇOCUK EDEBİYATI SORU ÇÖZÜMÜ 2 PREMIUM....:);Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1739375804052;mazmunlar;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722349081747;halk edbiyatı genel tekrar;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1715228373478;4. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM-2);Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1765561240504;GELENEKSEL DİL BİLİM OKULLARI;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1731519573290;nazım şekilleri;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679857028140;CUMHURİYET DÖNEMİ SANATÇILAR DEVAM 2;Kurum Girilecek
14a8dda545d952458399ace37b70d3692f379972-1705221458879;AYT Matematik Konu: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1702216376169;beyit incelemeleri ve nazım türleri;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782414040653;YENİ TÜRK EDEBİYATI-4;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703008809430;SERVETİFÜNUN EDEBİYATI -8;Kurum Girilecek
65969e044fa72289844f0c7e20ac55edd22aaa0b-1700582251752;Vatandaşlık Konu: ;Kurum Girilecek
39cd347fb092a82fdc6677305719f26396a28dc9-1690462356484;Yeni Türk Dili Genel Tekrar;Kurum Girilecek
beaf29a63a55cec991fc25dc0d53a52753d0e27f-1742143862697;Eğitimin Temelleri ;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1746813423388;şerh;Kurum Girilecek
312bbc85974af75f16f65aa775d5e67ca8f57583-1751818916296;2025 Yeni Türk Edebiyatı  Soru Çözümü ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1762880060255;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Ek Bilgisi)-4;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1713237455757;3. DENEME REHBERLİK;Kurum Girilecek
65b3407b20fd99ea388d6de557a7a4ccf49c08ef-1704642307745;Türkçe Konu: Fiilimsiler;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1674402681903;MİLLİ EDEBİYAT SANATÇILARI DEVAM;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1752335171500;VEDA;Kurum Girilecek
975229ad30f83f67fff0cb3430c313edfa6e64a6-1740916175261;soru çözüm 8;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1699379896388;TANZİMAT EDEBİYATI 1.DÖNEM -1;Kurum Girilecek
304749d4ea6ec7e6ec06fe32c268cf5fd9b717a9-1690310191139;2017 YTE;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1709056221966;CUMHURİYET ŞİİRİ-3;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1673798127679;MİLLİ EDEBİYAT SANATÇILAR;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701189831836;TANZİMAT EDEBİYATI 2. DÖNEM 3. DERS;Kurum Girilecek
aec9c980f4dd1c6480ef6650f75aaa8d975d963a-1745252797606;2025 İslamiyet Öncesi Türk Tarihi;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1748879252473;KONUŞMA EĞİTİMİ - 3;Kurum Girilecek
0f591595c6cf80e83e215440abda614d2a359ed4-1706117136567;Türkçe Konu: ;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1762707223336;akımlar 8;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1715442341870;DİL ÖĞRENME DÜZEYLERİ - 3;Kurum Girilecek
0b2fd117a937e2cf35d6ccc0cbde6d60dd8ca758-1674752100391;Eski Türk Dili 36, Uygur Türkçesi;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1708188438145;YAZMA TÜR, YÖNTEM VE TEKNİKLERİ-2;Kurum Girilecek
6006a3a977197e5b14a97cd89ed0a2d2d9e25f72-1721372198751;4 Temmel Beceri ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1698508419972;KAZANIMLAR SORU ÇÖZÜMÜ;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751735104192;ÇOCUK EDEBİYATI SORU ÇÖZÜMÜ -2;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721402364025;DÖRT TEMEL BECERİ-5;Kurum Girilecek
1d10e651b56ba91065ce984e05a4ecb9a94bdb21-1746131276650;Çağdaş Türk Tarihi son ders;Kurum Girilecek
0483dbe72fd22ee08518b386f3537dded945b37b-1733586393930;Eski Türk Dili;Kurum Girilecek
419ebcb60189148a2d67b525978fd9ffa740a5a0-1754336784515;Verimlilik ve Endüstriyel Uygulamalar;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1711138537488;. LETRİZM , EGZİSTANSİYALİZM , MODERNİZM;Kurum Girilecek
8d6e8f6927f4ffce83c21232694b74a22a9dd836-1709999106217;YTE Konu: BİREYİN İÇ DÜNYASI VE MODERNİST ROMANA GİRİŞ;Kurum Girilecek
32bc1d7fb14b395b9a79ea7e155ca36cbca48271-1687185917160;GYGK Türkçe Dil Bilgisi 2;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1716310510199;20) Cümle Bilgisi (Fiilde Çatı);Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1703347119192;halk edebiyatı tür ve şek,ller;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1732118164346;beyit şerhi ve nazım şekilleri;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1764086241847;Sözcük Türleri (Sıfat)-3;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1776442549707;CUMHURİYET ROMANI-4;Kurum Girilecek
ec6916da03dae3a9fc126d3c9372e7ffef6c9aca-1737136726071;YKS Tarih: ;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782236239332;Eski Türk Edebiyatı-6;Kurum Girilecek
f91ca93753463c0cbda77e169b17c221d2c6a1e1-1701606075414;Coğrafya Konu: ;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1720458752020;ille de roman olsun 1...;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1735580771441;SES BİLİMİ 3 VE SORU ÇÖZÜMÜ;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1700243613947;dil bilim 6;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1775152810908;Genel Değerlendirme ve Tekrar Soruları;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1739385031002;mazmunlar;Kurum Girilecek
e956e8816ef98e5935dca8ca0d893d6eb4c9a126-1716656972314;TYT kimya soru çözümü: ;Kurum Girilecek
af9d2ceee4ab55f6abcebe67d6f8c9770563fba7-1703864423563;Halk Edebiyatı Konu: Masal Tasnifleri, Fıkralar, Destanlara Giriş;Kurum Girilecek
4a26f0d6cb2d7fa5aa442b531d174826c51912f2-1732203907492;Yeni Türk Dili Ünlü ve Ünsizlerin Özelikleri + Ses Olayları 2;Kurum Girilecek
7c4737d4bfc6d711bae082a462cd611603524991-1751993706332;2025 Türk Halk Edebiyatı Soru Çözümü 1;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1771613845038;FECRİATİ EDEBİYATI-1;Kurum Girilecek
42ac763150ec53e3f89bc0aaa0afbd87357998f8-1704556001664;YTE Konu: ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1774626249649;YAZMA EĞİTİMİ SORU ÇÖZÜMÜ;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1685895214881;-17;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722435963327;halk sorularla genel tekrar;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1764258675682;Nazım Şekilleri-4;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1698511616649;DİNLEME EĞİTİMİ GİRİŞ;Kurum Girilecek
df1ec4f291ea6f95dc921f204aac159143737489-1746719857184;2025 4 Temel Beceri;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1771433572814;SERVETİFÜNUN EDEBİYATI-3;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1742062547816;YAZMA EĞİTİMİ SORU ÇÖZÜMÜ-2;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1706371009968;tekke şairleri;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1766508537194;CÜMLE BİLGİSİ (Kelime Grupları-Kısaltma Grupları-Cümlenin Ögeleri)-2;Kurum Girilecek
6c84f17b63b876059537e61366a7ab49c138504b-1711651335423;Eski Dil: Harezm Türkçesi ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1763228487945;YAZMA EĞİTİMİ KAZANIMLARI;Kurum Girilecek
3a6707f63b8ca5a95931b9ccf651d84b991fcdcc-1697039773322;Tarih Konu: ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1737906400542;Soru Çözümü;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1736959815814;sanatlar ve sorularla analiz tekrar;Kurum Girilecek
715fc8d65e92cd5925de6c626e1ca328b19706f7-1733845866860;TYT Türkçe Ses Bilgisi;Kurum Girilecek
d06009f188dde91d00002fc3951723fc2b5d12bf-1687531511102;Mehmet Akif Genel Tarih ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1767887536869;Aruz Bilgisi-10;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1744997930535;SÖZCÜK, CÜMLE BİLGİSİ 6;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1741886762456;222 SAYILI KANUN 4. DERS;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1771786993856;şerh son ders not sonragelecek;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751903569585;DİL BİLGİSİ SON DERS (Güzel bir sıralama yapmanız dileğiyle:));Kurum Girilecek
e642d333fd141c10b088e21c148ce8d557177504-1709307965507;Halk Edebiyatı Konu: Orta Oyunu, Kukla, Meddah;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782147223764;Eski Türk Edebiyatı-2;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721492459705;Dil bilgisi-dil dilimi yıl sonu soru çözümlü genel tekrar 3;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1748274625799;DİNLEME EĞİTİMİ-4;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1670774665861;SERVETİ FÜNUN EDEBİYATI SANATÇILARI 1;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777910448344;ÇOCUK EDEBİYATI-19;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751731027284;ÇOCUK EDEBİYATI SORU ÇÖZÜMÜ;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1734109370054;20) Dil bilgisi [Sözcük Türleri (isim, zamir, sıfat, zarf)]-2;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1736962893238;sanatlar sorularla analiz tekrar;Kurum Girilecek
d7b8199d8d8128837ea81b8ac1556a8a8f66b5ca-1677604390504;Yeni Türk Edebiyatı 32;Kurum Girilecek
